#{"t_start": 1753633972.2405934, "env_id": "None"}
r,l,t
58.0,4,182.477388
192.0,30,182.52562
171.0,30,182.571181
59.0,3,182.578368
155.0,30,182.621031
58.0,4,182.62768
147.0,30,182.674507
155.0,30,182.719399
192.0,30,182.76083
179.0,30,182.810703
